Term,TermMasterID,TermID_dnu,Term_dnu,Path,TableID,ThesXrefTypeID,ThesXrefTableID,TermID3,PrimaryCNID,TermMasterID5,TermMasterID6
Goschener-alp,1568004,2050430,Goschener-alp,"Goschener-alp, Goschener Alp, St. Gothard, Uri, Switzerland, Europe",108,20,346,2050430,1568004,1568004,1
Krasno,1568007,2050433,Krasno,"Krasno, HORNI, SLAVKOV, Czech Republic, Europe",108,20,346,2050433,1568007,1568007,1
Murchison Division,1568011,2050437,Murchison Division,"Murchison Division, POONA, Western Australia, Australia, Oceana",108,20,346,2050437,1568011,1568011,1
Gillies Limit,1568012,2050438,Gillies Limit,"Gillies Limit, South Lorraine, Timiskaming, Ontario, Canada, North America",108,20,346,2050438,1568012,1568012,1
Mont-Dore,1568014,2050440,Mont-Dore,"Mont-Dore, Rochefort-Montagne, Puy de Dôme, Auvergne, France, Europe",108,20,346,2050440,1568014,1568014,1
Gum Log Mine,1568015,2050441,Gum Log Mine,"Gum Log Mine, Georgia, USA, North America",108,20,346,2050441,1568015,1568015,1
Rovnost Shaft,1568016,2050442,Rovnost Shaft,"Rovnost Shaft, Jachymov, Bohemia, Czech Republic, Europe",108,20,346,2050442,1568016,1568016,1
Figline Valdarno,1568017,2050443,Figline Valdarno,"Figline Valdarno, Firenze, Tuscany, Italy, Europe",108,20,346,2050443,1568017,1568017,1
Ione,1568018,2050444,Ione,"Ione, Amador Co., California, USA, North America",108,20,346,2050444,1568018,1568018,1
Ione Mine,1568019,2050445,Ione Mine,"Ione Mine, Ione, Amador Co., California, USA, North America",108,20,346,2050445,1568019,1568019,1
Reihweiler,1568020,2050446,Reihweiler,"Reihweiler, Germany, Europe",108,20,346,2050446,1568020,1568020,1
Rhodopian Mountains,1568023,2050449,Rhodopian Mountains,"Rhodopian Mountains, NARECENSKI BANI, Bulgaria, Europe",108,20,346,2050449,1568023,1568023,1
claim XI-27,1568024,2050450,claim XI-27,"claim XI-27, Monmouth Twp., Haliburton, Ontario, Canada, North America",108,20,346,2050450,1568024,1568024,1
Beust Mine,1568025,2050451,Beust Mine,"Beust Mine, Schneeberg, Saxony, Germany, Europe",108,20,346,2050451,1568025,1568025,1
Richelle,1568026,2050452,Richelle,"Richelle, Vise, LIEGE, Belgium, Europe",108,20,346,2050452,1568026,1568026,1
near Hot Springs,1568027,2050453,near Hot Springs,"near Hot Springs, Hot Springs, Garland Co., Arkansas, USA, North America",108,20,346,2050453,1568027,1568027,1
Section 33 Mine,1568028,2050454,Section 33 Mine,"Section 33 Mine, Grants, Cibola Co., New Mexico, USA, North America",108,20,346,2050454,1568028,1568028,1
Wittmannsgereuth Mine,1568029,2050455,Wittmannsgereuth Mine,"Wittmannsgereuth Mine, Saalfeld, Thuringia, Germany, Europe",108,20,346,2050455,1568029,1568029,1
Wittmannsgeruth Saalfeld,1568030,2050456,Wittmannsgeruth Saalfeld,"Wittmannsgeruth Saalfeld, Wittmannsgereuth Mine, Saalfeld, Thuringia, Germany, Europe",108,20,346,2050456,1568030,1568030,1
D'aullagas,1568031,2050457,D'aullagas,"D'aullagas, Bolivia, South America",108,20,346,2050457,1568031,1568031,1
Thunder Bay,1568034,2050460,Thunder Bay,"Thunder Bay, Shangoinah Islands, Sibley Twp., Thunder Bay District, Ontario, Canada, North America",108,20,346,2050460,1568034,1568034,1
Monte De Pontelinha,1568035,2050461,Monte De Pontelinha,"Monte De Pontelinha, Castro Laboreiro, Viana Do Castelo, Portugal, Europe",108,20,346,2050461,1568035,1568035,1
Cofrentes,1568037,2050463,Cofrentes,"Cofrentes, Valencia, Spain, Europe",108,20,346,2050463,1568037,1568037,1
200 yds ENE of Vesuvianite Mine,1568038,2050464,200 yds ENE of Vesuvianite Mine,"200 yds ENE of Vesuvianite Mine, Goodall Farm, Sanford, York, Maine, USA, North America",108,20,346,2050464,1568038,1568038,1
Kirwa Wolfram Mine,1568041,2050467,Kirwa Wolfram Mine,"Kirwa Wolfram Mine, Kabale, Uganda, Africa",108,20,346,2050467,1568041,1568041,1
near Biddiford,1568043,2050469,near Biddiford,"near Biddiford, Biddeford, York, Maine, USA, North America",108,20,346,2050469,1568043,1568043,1
Bucks,1568044,2050470,Bucks,"Bucks, Pennsylvania, USA, North America",108,20,346,2050470,1568044,1568044,1
Varnartsdalens Quarry Vanarsdale Southampton Twp. Bucks Co.,1568047,2050473,Varnartsdalens Quarry Vanarsdale Southampton Twp. Bucks Co.,"Varnartsdalens Quarry Vanarsdale Southampton Twp. Bucks Co., Varnartsdalens Quarry, Vanarsdale, Bucks, Pennsylvania, USA, North America",108,20,346,2050473,1568047,1568047,1
Kibina,1568048,2050474,Kibina,"Kibina, Murmansk Oblast, Russia, Asia",108,20,346,2050474,1568048,1568048,1
Mt Rasvumchorr,1568049,2050475,Mt Rasvumchorr,"Mt Rasvumchorr, Kibina, Murmansk Oblast, Russia, Asia",108,20,346,2050475,1568049,1568049,1
Kawarage,1568051,2050477,Kawarage,"Kawarage, Yuzawa City, Akita Prefecture, Japan, Asia",108,20,346,2050477,1568051,1568051,1
near Tahanris,1568053,2050479,near Tahanris,"near Tahanris, Tahanris, New York, USA, North America",108,20,346,2050479,1568053,1568053,1
Ruth,1568054,2050480,Ruth,"Ruth, White Pine, Nevada, USA, North America",108,20,346,2050480,1568054,1568054,1
Yamato Mine Mitoo Yamaguchi,1568057,2050483,Yamato Mine Mitoo Yamaguchi,"Yamato Mine Mitoo Yamaguchi, Yamato Mine, Yamaguchi, Japan, Asia",108,20,346,2050483,1568057,1568057,1
Hummel-unter-wiesenthal,1568058,2050484,Hummel-unter-wiesenthal,"Hummel-unter-wiesenthal, Annaberg, Saxony, Germany, Europe",108,20,346,2050484,1568058,1568058,1
Reservoir Road,1568059,2050485,Reservoir Road,"Reservoir Road, Diamond Hill, Cumberland, Providence, Rhode Island, USA, North America",108,20,346,2050485,1568059,1568059,1
Grants Dist.,1568061,2050487,Grants Dist.,"Grants Dist., Laguna Indian Res., Grants, Cibola Co., New Mexico, USA, North America",108,20,346,2050487,1568061,1568061,1
Monte Suimo Belas,1568062,2050488,Monte Suimo Belas,"Monte Suimo Belas, Lisboa, Portugal, Europe",108,20,346,2050488,1568062,1568062,1
Sarany Chromite Deposit,1568064,2050490,Sarany Chromite Deposit,"Sarany Chromite Deposit, Urals, Perm Oblast, Russia, Asia",108,20,346,2050490,1568064,1568064,1
Central Eureka Mine,1568066,2050492,Central Eureka Mine,"Central Eureka Mine, Tintic Dist., Juab Co., Utah, USA, North America",108,20,346,2050492,1568066,1568066,1
Northern region,1568067,2050493,Northern region,"Northern region, Somalia, Africa",108,20,346,2050493,1568067,1568067,1
Schlaggenwald (Slavkov),1568068,2050494,Schlaggenwald (Slavkov),"Schlaggenwald (Slavkov), SLAVKOV, JIHO-MORAVSKY, Czech Republic, Europe",108,20,346,2050494,1568068,1568068,1
Northamptonshire,1568069,2050495,Northamptonshire,"Northamptonshire, England, United Kingdom, Europe",108,20,346,2050495,1568069,1568069,1
San Carlos Mine,1568070,2050496,San Carlos Mine,"San Carlos Mine, Chihuahua, Mexico, North America",108,20,346,2050496,1568070,1568070,1
near Hillsboro,1568073,2050499,near Hillsboro,"near Hillsboro, Poorfarm Cave, Hillsboro, West Virginia, USA, North America",108,20,346,2050499,1568073,1568073,1
Bradford,1568074,2050500,Bradford,"Bradford, Orange, Vermont, USA, North America",108,20,346,2050500,1568074,1568074,1
I-91 Roadcut,1568075,2050501,I-91 Roadcut,"I-91 Roadcut, Bradford, Orange, Vermont, USA, North America",108,20,346,2050501,1568075,1568075,1
Taltal,1568076,2050502,Taltal,"Taltal, Chile, South America",108,20,346,2050502,1568076,1568076,1
South Bolivia Gold Mine,1568078,2050504,South Bolivia Gold Mine,"South Bolivia Gold Mine, GUANACO, Taltal, Chile, South America",108,20,346,2050504,1568078,1568078,1
near Fort Defiance,1568080,2050506,near Fort Defiance,"near Fort Defiance, Fort Defiance, Navajo Reservation, Apache Co., Arizona, USA, North America",108,20,346,2050506,1568080,1568080,1
Gold Hill,1568081,2050507,Gold Hill,"Gold Hill, Tooele Co., Utah, USA, North America",108,20,346,2050507,1568081,1568081,1
Beatriz Mine,1568083,2050509,Beatriz Mine,"Beatriz Mine, SIERRA GORDA, Atacama, Chile, South America",108,20,346,2050509,1568083,1568083,1
"Catemo = Catemu, Valpariso? CAF 5/21/2002",1568085,2050511,"Catemo = Catemu, Valpariso? CAF 5/21/2002","Catemo = Catemu, Valpariso? CAF 5/21/2002, Catemo, Valpariso, Chile, South America",108,20,346,2050511,1568085,1568085,1
Georgetown,1568086,2050512,Georgetown,"Georgetown, Lancaster Co., Pennsylvania, USA, North America",108,20,346,2050512,1568086,1568086,1
"Section 4, R13E, T1N in Calaveras  County",1568088,2050514,"Section 4, R13E, T1N in Calaveras  County","Section 4, R13E, T1N in Calaveras  County, Niland, Imperial Co., California, USA, North America, UNFINDABLE - CHECK PAPERS, Legacy",108,20,346,2050514,1568088,1568088,1
Mecklenburg,1568089,2050515,Mecklenburg,"Mecklenburg, North Carolina, USA, North America",108,20,346,2050515,1568089,1568089,1
Charlotte,1568090,2050516,Charlotte,"Charlotte, Mecklenburg, North Carolina, USA, North America",108,20,346,2050516,1568090,1568090,1
Haring,1568092,2050518,Haring,"Haring, Unterinnthal, Zzap",108,20,346,2050518,1568092,1568092,1
Keeversville,1568093,2050519,Keeversville,"Keeversville, New York, USA, North America",108,20,346,2050519,1568093,1568093,1
Near Moab,1568097,2050523,Near Moab,"Near Moab, Shinarump 16 Mine, Seven Mile Canyon, Grant, Utah, USA, North America",108,20,346,2050523,1568097,1568097,1
Albany Rose Mine,1568098,2050524,Albany Rose Mine,"Albany Rose Mine, Albany, Oxford Co., Maine, USA, North America",108,20,346,2050524,1568098,1568098,1
Lauvrak,1568099,2050525,Lauvrak,"Lauvrak, Froland, Aust-Agder, Norway, Europe",108,20,346,2050525,1568099,1568099,1
Baroid Mine (Chamberlain Creek Barite Mines),1568101,2050527,Baroid Mine (Chamberlain Creek Barite Mines),"Baroid Mine (Chamberlain Creek Barite Mines), Magnet Cove, Hot Spring Co., Arkansas, USA, North America",108,20,346,2050527,1568101,1568101,1
Varennes Quarry,1568103,2050529,Varennes Quarry,"Varennes Quarry, VARENNES, Quebec, Canada, North America",108,20,346,2050529,1568103,1568103,1
Las Chispas Mine,1568104,2050530,Las Chispas Mine,"Las Chispas Mine, Arizpe, Sonora, Mexico, North America",108,20,346,2050530,1568104,1568104,1
2350' level,1568105,2050531,2350' level,"2350' level, Sterling Mine, Ogdensburg, Sussex Co., New Jersey, USA, North America",108,20,346,2050531,1568105,1568105,1
Alter Pedroso,1568106,2050532,Alter Pedroso,"Alter Pedroso, Portalegre, Portugal, Europe",108,20,346,2050532,1568106,1568106,1
Sugar Hill Se Extension Of Speckled Mtn.,1568107,2050533,Sugar Hill Se Extension Of Speckled Mtn.,"Sugar Hill Se Extension Of Speckled Mtn., Stoneham, Oxford Co., Maine, USA, North America",108,20,346,2050533,1568107,1568107,1
Nicholas Quarry,1568108,2050534,Nicholas Quarry,"Nicholas Quarry, Franklin, Sussex Co., New Jersey, USA, North America",108,20,346,2050534,1568108,1568108,1
Eagle Rock,1568109,2050535,Eagle Rock,"Eagle Rock, Idaho, USA, North America",108,20,346,2050535,1568109,1568109,1
Bou Tazoult,1568110,2050536,Bou Tazoult,"Bou Tazoult, Morocco, Africa",108,20,346,2050536,1568110,1568110,1
Steamboat Springs,1568112,2050538,Steamboat Springs,"Steamboat Springs, Copper Ridge District, Routt Co., Colorado, USA, North America",108,20,346,2050538,1568112,1568112,1
Monte De Paderme Melgaco Minho Prov.,1568113,2050539,Monte De Paderme Melgaco Minho Prov.,"Monte De Paderme Melgaco Minho Prov., Portugal, Europe",108,20,346,2050539,1568113,1568113,1
Windfall Mine,1568115,2050541,Windfall Mine,"Windfall Mine, Liberty, Kittitas Co., Washington, USA, North America",108,20,346,2050541,1568115,1568115,1
Parthenon,1568117,2050543,Parthenon,"Parthenon, Athens, Attica, Central Greece & Euboea, Greece, Europe",108,20,346,2050543,1568117,1568117,1
Koehimichen Loeche,1568119,2050545,Koehimichen Loeche,"Koehimichen Loeche, Lahuelun, Zzap",108,20,346,2050545,1568119,1568119,1
Kaxdorp,1568120,2050546,Kaxdorp,"Kaxdorp, Gränna, Jönköping, Jönköping, Sweden, Europe",108,20,346,2050546,1568120,1568120,1
Eifel district,1568122,2050548,Eifel district,"Eifel district, Commern, Germany, Europe",108,20,346,2050548,1568122,1568122,1
Santa Rita Mines Near Silver City,1568123,2050549,Santa Rita Mines Near Silver City,"Santa Rita Mines Near Silver City, Chino Mine, Central Dist., Grant Co., New Mexico, USA, North America",108,20,346,2050549,1568123,1568123,1
"Archean ""Mutare-Manica"" greenstone belt near Zimbabwe border (attr.)",1568125,2050551,"Archean ""Mutare-Manica"" greenstone belt near Zimbabwe border (attr.)","Archean ""Mutare-Manica"" greenstone belt near Zimbabwe border (attr.), Chefumbaze, Manica, Mozambique, Africa",108,20,346,2050551,1568125,1568125,1
Maputo Ngaunha Ngamula,1568126,2050552,Maputo Ngaunha Ngamula,"Maputo Ngaunha Ngamula, Mozambique, Africa",108,20,346,2050552,1568126,1568126,1
Hassei Mine,1568127,2050553,Hassei Mine,"Hassei Mine, Akita Prefecture, Japan, Asia",108,20,346,2050553,1568127,1568127,1
near Rutherglen,1568128,2050554,near Rutherglen,"near Rutherglen, Rutherglen, Ontario, Canada, North America",108,20,346,2050554,1568128,1568128,1
near Freiberg,1568130,2050556,near Freiberg,"near Freiberg, Gersdorff, Saxony, Germany, Europe",108,20,346,2050556,1568130,1568130,1
Old Hematite Mine,1568131,2050557,Old Hematite Mine,"Old Hematite Mine, Forge Hill Mine, Hawley, Franklin Co., Massachusetts, USA, North America",108,20,346,2050557,1568131,1568131,1
Moratilla Near Ciguenza,1568134,2050560,Moratilla Near Ciguenza,"Moratilla Near Ciguenza, Moratilla, Ciguenza, Aragon, Spain, Europe",108,20,346,2050560,1568134,1568134,1
near Bonn,1568136,2050562,near Bonn,"near Bonn, Ramersdorf, Germany, Europe",108,20,346,2050562,1568136,1568136,1
Nishi Aizu Chu (yama),1568137,2050563,Nishi Aizu Chu (yama),"Nishi Aizu Chu (yama), Fukushima, Japan, Asia",108,20,346,2050563,1568137,1568137,1
Paradise Range,1568138,2050564,Paradise Range,"Paradise Range, Nye Co., Nevada, USA, North America",108,20,346,2050564,1568138,1568138,1
Vardasen Quarry,1568139,2050565,Vardasen Quarry,"Vardasen Quarry, Larvik, Vestfold, Norway, Europe",108,20,346,2050565,1568139,1568139,1
near Freiberg,1568141,2050567,near Freiberg,"near Freiberg, Neue Hoffnung Mine, Braunsdorf, Saxony, Germany, Europe",108,20,346,2050567,1568141,1568141,1
La Sorpresa Mine,1568145,2050571,La Sorpresa Mine,"La Sorpresa Mine, Tapacari, Cochabamba, Bolivia, South America",108,20,346,2050571,1568145,1568145,1
Huttbach Gletsch,1568146,2050572,Huttbach Gletsch,"Huttbach Gletsch, Switzerland, Europe",108,20,346,2050572,1568146,1568146,1
Steward Mine (Stewart mine),1568147,2050573,Steward Mine (Stewart mine),"Steward Mine (Stewart mine), Sevier Co., Arkansas, USA, North America",108,20,346,2050573,1568147,1568147,1
Quadeville,1568149,2050575,Quadeville,"Quadeville, Mc Coy Mine, Lyndoch Twp., Renfrew, Ontario, Canada, North America",108,20,346,2050575,1568149,1568149,1
El Mola,1568150,2050576,El Mola,"El Mola, Tarragona, Cataluna, Spain, Europe",108,20,346,2050576,1568150,1568150,1
Keeley Mine,1568151,2050577,Keeley Mine,"Keeley Mine, Cobalt, Timiskaming, Ontario, Canada, North America",108,20,346,2050577,1568151,1568151,1
Simon Mine,1568152,2050578,Simon Mine,"Simon Mine, Mineral Co., Nevada, USA, North America",108,20,346,2050578,1568152,1568152,1
Lower Pit,1568153,2050579,Lower Pit,"Lower Pit, Government Pit, Albany, Carroll Co., New Hampshire, USA, North America",108,20,346,2050579,1568153,1568153,1
Clarks Cave,1568155,2050581,Clarks Cave,"Clarks Cave, Bath, Virginia, USA, North America",108,20,346,2050581,1568155,1568155,1
Mbuji-mayi Area,1568157,2050583,Mbuji-mayi Area,"Mbuji-mayi Area, Kasai-oriental, DRC, Africa",108,20,346,2050583,1568157,1568157,1
Bear Creek Mine,1568158,2050584,Bear Creek Mine,"Bear Creek Mine, Spruce Pine, Mitchell Co., North Carolina, USA, North America",108,20,346,2050584,1568158,1568158,1
Mina Da Barroca Da Santa Sarzedas,1568159,2050585,Mina Da Barroca Da Santa Sarzedas,"Mina Da Barroca Da Santa Sarzedas, Castelo Branco, Portugal, Europe",108,20,346,2050585,1568159,1568159,1
Klause Quarry,1568161,2050587,Klause Quarry,"Klause Quarry, Gleichenberg, Styria, Austria, Europe",108,20,346,2050587,1568161,1568161,1
Criss Creek,1568162,2050588,Criss Creek,"Criss Creek, Canada, North America",108,20,346,2050588,1568162,1568162,1
Bethel Level,1568163,2050589,Bethel Level,"Bethel Level, Minerva #1 Mine, Cave-In-Rock Dist., Hardin, Illinois, USA, North America",108,20,346,2050589,1568163,1568163,1
Calavada Mine,1568164,2050590,Calavada Mine,"Calavada Mine, Mineral Co., Nevada, USA, North America",108,20,346,2050590,1568164,1568164,1
Neineis,1568165,2050591,Neineis,"Neineis, Erongo, Namibia, Africa",108,20,346,2050591,1568165,1568165,1
Mina De Borralha Montalegre,1568167,2050593,Mina De Borralha Montalegre,"Mina De Borralha Montalegre, Vila Real, Portugal, Europe",108,20,346,2050593,1568167,1568167,1
Grythryth,1568169,2050595,Grythryth,"Grythryth, Brebo, Sweden, Europe",108,20,346,2050595,1568169,1568169,1
near Schwarzenberg,1568170,2050596,near Schwarzenberg,"near Schwarzenberg, Graul, Saxony, Germany, Europe",108,20,346,2050596,1568170,1568170,1
Londonderry,1568171,2050597,Londonderry,"Londonderry, Windham, Vermont, USA, North America",108,20,346,2050597,1568171,1568171,1
Near Bangalore Mysore,1568173,2050599,Near Bangalore Mysore,"Near Bangalore Mysore, Bangalore, Mysore, India, Asia",108,20,346,2050599,1568173,1568173,1
near Russell,1568174,2050600,near Russell,"near Russell, Russell, St. Lawrence Co., New York, USA, North America",108,20,346,2050600,1568174,1568174,1
Francon-lafarge Beton,1568176,2050602,Francon-lafarge Beton,"Francon-lafarge Beton, Montreal-east Quarry, Quebec, Canada, North America",108,20,346,2050602,1568176,1568176,1
Miliken Mine aka Sweetwater Mine,1568177,2050603,Miliken Mine aka Sweetwater Mine,"Miliken Mine aka Sweetwater Mine, Miliken Mine, Ellington, Reynolds, Missouri, USA, North America",108,20,346,2050603,1568177,1568177,1
Lehrbach,1568178,2050604,Lehrbach,"Lehrbach, Harz Mtns., Germany, Europe",108,20,346,2050604,1568178,1568178,1
Gurnell Mine,1568179,2050605,Gurnell Mine,"Gurnell Mine, Gilpin Co., Colorado, USA, North America, UNFINDABLE - CHECK PAPERS, Legacy",108,20,346,2050605,1568179,1568179,1
Giroux Cons. Copper Co.,1568180,2050606,Giroux Cons. Copper Co.,"Giroux Cons. Copper Co., Ely, White Pine, Nevada, USA, North America",108,20,346,2050606,1568180,1568180,1
Iron Mtn.,1568182,2050608,Iron Mtn.,"Iron Mtn., Iron Co., Utah, USA, North America",108,20,346,2050608,1568182,1568182,1
El Refujio Mine,1568185,2050611,El Refujio Mine,"El Refujio Mine, Choix, Municipio de Choix, Sinaloa, Mexico, North America",108,20,346,2050611,1568185,1568185,1
New Pit,1568186,2050612,New Pit,"New Pit, Boron, Kramer District, Kern Co., California, USA, North America",108,20,346,2050612,1568186,1568186,1
Kilauea,1568188,2050614,Kilauea,"Kilauea, Hawaii, Hawaii, USA, North America",108,20,346,2050614,1568188,1568188,1
105-C stope 1900' level,1568190,2050616,105-C stope 1900' level,"105-C stope 1900' level, Campbell Mine, Bisbee, Warren District, Mule Mts, Cochise Co., Arizona, USA, North America",108,20,346,2050616,1568190,1568190,1
